Kata,Bobot
kemaluan,-3
kemalangan,-5
kemaknagandaan,-3
kelusuh-kelasah,-5
keluhan,-3
kelucahan,-5
keluarkan,-3
keluar,-3
kelu,-3
keloyoan,-3
kelompang,-3
kelok,-2
keliru,-5
kelir,-3
kelipar,-4
keling,-3
kelimut,-3
kelih,-3
keliatan,-1
keletihan,-3
keletah,-3
kelesuan,-5
kelesah,-5
kelesa,-4
kelengar,-4
kelengangan,-4
kelembaman,-3
kelemahan,-4
kelelahan,-3
kelebihan,-3
kelati,-3
kelatahan,-5
kelasah-kelusuh,-5
kelas,-3
kelangkan,-3
kelamin,-3
kelambanan,-4
kelamaan,-4
kelam kabut,-4
kelam,-4
kelakar,-4
kelainan,-4
keladi,-3
kekusutan,-4
kekurangan,-3
kekotoran,-5
kekosongan,-3
keki,-4
kekhawatiran,-4
kekerasan,-4
kekeramatan,-5
kekerabatan,-4
kekeliruan,-5
kekejian,-5
kekecohan,-5
kekecewaan,-3
kekang,-4
kekaguman,-1
kekacauan,-4
kejut,-3
kejorokan,-5
keji,-5
kejernihan,-3
kejepit,-4
kejelekan,-5
kejedot,-4
kejar,-3
kejangkitan,-4
kejam,-4
kejadian,-2
keinget,-2
kehuru-haraan,-4
kehinaan keaiban,-4
kehilangan,-4
keheningan,-4
kehebohan,-3
kehangatan,-4
kehampaan,-3
kegeruhan,-4
kegemparan,-4
kegelisahan,-4
kegegeran,-3
kegedean,-2
keganjilan,-4
kegaduhan,-3
kedut,-4
keduniaan,-2
kedung,-3
kedukaan,-4
kedinginan,-3
keder,-4
kedengkian,-5
kedapatan,-2
kedaluwarsa,-3
kedaifan,-3
kecut,-4
kecoa,-3
kecipir,-3
kecil hati,-4
kecil,-3
kecerobohan,-5
keceriaan,-1
kecemerlangan,-1
kecemasan,-4
kecelakaan,-5
kecek,-3
kecapekan,-3
kecamuk,-4
kecaman,-5
kecabulan,-5
kecabuhan,-3
kebusukan,-5
keburukan,-5
keburu,-3
kebodohan,-3
kebobrokan,-4
kebo,-4
kebisuan,-4
kebiri,-4
kebirahan,-3
kebingungan,-3
kebimbangan,-4
keberuntungan,-1
kebentok,-4
kebejatan,-5
kebat,-3
kebas,-3
kebangunan,-5
kebangkitan,-5
kebalik,-3
kebabaran,-2
keasingan,-4
keanehan,-4
keaiban,-5
kawula,-3
kawaei,-2
kaus,-4
katanya,-1
kasur,-4
kasip,-5
kasim,-4
kasiku,-4
kasihan,-3
kasian,-3
kasep,-4
kasemat,-3
kasam,-3
karut,-5
karu,-5
karin,-2
kardinal,-4
karavan,-4
karangan,-4
karang,-3
kapuk,-3
kapok,-5
kapah,-2
kanun,-3
kantong tipis,-4
kantong perut,-5
kantong kering,-4
kanji,-3
kandut,-3
kandas,-5
kanak-kanak anyir,-3
kampungan,-5
kampret,-5
kampit,-1
kambuh,-4
kalut,-3
kalor,-4
kalang-kabut,-4
kalang tanah,-2
kalah,-4
kaki ayam,-3
kakas,-3
kaitan,-4
kagak,-3
kafilah,-4
kafetaria,-4
kafe,-4
kadam,-3
kada,-3
kacuk,-4
kacrek,-3
kacip,-3
kacek,-4
kacangan,-4
kacang botor,-3
kabut,-2
kabur,-2
kabung,-5
kabinet,-3
kabin,-3
kabil,-4
kabeh,-2
kabar burung,-5
kabar angin,-3
juz,-4
juwita,-4
jutekin,-5
jutek,-5
juru damai,-3
jurik,-4
juragan,-4
junjungan,-2
junjung,-2
junior,-4
jungkal,-5
judes,-5
jual murah,-3
jotos,-5
jorong,-3
jorok,-5
jongkok,-5
jones,-3
jompo,-3
jomblo,-3
jolak,-3
jobak,-3
jleb,-3
jir,-3
jiplak,-3
jin,-3
jilid,-5
jilatan,-3
jilat,-3
jijik,-5
jiji,-4
jihat,-4
jigong,-4
jerum,-4
jeritan,-5
jerit,-3
jeringing,-4
jeriji,-4
jeri,-3
jerepet,-3
jereket,-3
jerawat,-3
jeraus,-3
jerat semata,-3
jeran,-3
jera,-3
jeput,-3
jentaka,-5
jenguk,-2
jengkel,-4
jengkang,-5
jenewer,-4
jendera,-4
jendala,-5
jenazah,-4
jenaka,-3
jembel,-5
jembalang,-4
jelus,-2
jelukan,-3
jelma,-3
jelingah,-3
jeli,-3
jelek,-5
jelata,-5
jelas,-3
jelabak,-3
jejap,-4
jejal,-3
jedot,-4
jeblos,-4
jeblok,-5
jebeh,-5
jealous,-3
jawatan,-3
jauhin,-3
jauh,-5
jatuh,-3
jatohnya,-1
jatah,-1
jaruman,-5
jarum,-4
jaringan,-4
jariji,-4
jaras,-5
jarah,-4
jangkit,-5
jangkang,-5
janggal,-4
jangann,-3
jangankan,-3
jangan,-3
jambret,-5
jambak,-5
jamah,-5
jalu,-4
jalang,-4
jalanan,-4
jalan tol,-4
jalan tikus,-4
jalan setapak,-4
jalan raya,-4
jalan protokol,-4
jalan lingkar,-4
jalan layang,-4
jalan buntu,-4
jalan bentar,-4
jalan bebas hambatan,-1
jalan bebas hambat,-1
jalan arteri,-4
jajaran genjang,-4
jail,-4
jahil,-4
jahatnya,-4
jahatin,-3
jahat,-4
jahanam,-5
jahad,-4
jaga-jaga,-3
jadul,-3
jabat,-3
jabang bayi,-3
jaat,-3
item,-4
isukan,-1
isu,-1
istan,-5
isotop,-3
isi,-5
ish,-4
iseng,-3
isapan jempol,-3
isap jempol,-3
isak,-5
irsyad,-3
iring-iringan,-4
iringan,-4
iri hati,-5
iri,-4
iri,-5
ira,-3
inventori,-3
invalid,-5
intrinsik,-4
intrik,-3
intrakalimat,-5
intimidasi,-5
intiha,-3
interlokusi,-3
interaksi,-2
intensif,-4
inteligen,-4
instruksi,-3
instansi,-3
insiden,-4
insentif,-3
insane,-4
insaf,-4
inklusif,-2
inklinasi,-3
inkarnasi,-1
injek,-3
injakan,-3
inisiator,-4
inhibisi,-4
inheren,-4
ingsut,-3
ingkar,-4
ingetin,-2
ingat-ingat,-3
ingat,-3
ingar,-5
inga,-4
influensa,-3
inferioritas,-5
inferior,-4
inersia,-4
indusemen,-3
induk semang,-4
indolensi,-4
indolen,-4
indikasi,-2
indehoi,-3
incit,-4
incess,-3
incang-incut,-4
inaugurasi,-3
inai,-4
impoten,-5
implikasi,-3
implementasi,-4
impas,-3
iming-iming,-3
imbesil,-5
imbas,-4
iman,-3
imam,-3
image,-2
iluminasi,-3
ilat,-5
ilang,-5
ikut-ikutan,-3
ikat janji,-4
ikat,-5
ikan kena tuba,-4
ijab,-4
ihwal,-4
igauan,-3
igau,-3
ifrit,-4
idk,-3
idiot,-5
idih,-3
idap,-5
idam,-2
ibunda,-5
iblis,-4
iba,-5
hutang,-5
hunjam,-4
huni,-3
huma,-4
hulu,-3
hukum,-3
hujat,-5
huhuu,-4
huhuhu,-2
huda,-3
hubungan singkat,-4
hot,-4
horor,-5
hop,-5
hoki,-3
hoax,-5
hitam,-4
histeris,-4
histeria,-5
hisap,-3
hirup,-3
hiruk-pikuk,-3
hiruk,-4
hirap,-3
hipotesis,-3
hingar,-5
hinaan cacian,-5
hinaan,-5
hina rendah,-3
hina aib,-4
hina,-5
himpunan,-4
himpun,-3
himpit,-4
hilang semangat,-4
hilang pikiran,-4
hilang nyawa,-5
hilang ingatan,-4
hilang ingat,-4
hilang hayat,-4
hilang arwah,-4
hilang akal,-5
hilang,-4
hih,-4
hidung,-5
hidu,-1
hiatus,-2
henyak,-4
henti tugas,-2
henti,-4
hengkang,-4
hempas,-4
hembus,-3
hemat,-3
heboh,-3
hayoloh,-3
hayat,-2
hawar,-5
hawa,-4
hati-hati,-3
haters,-5
hate,-5
hasud,-5
hasan,-4
hasad,-5
haru biru,-5
harmonis,-1
hardikan,-5
hardik,-5
harap-harap cemas,-3
harap-harap,-5
hapus,-3
hanya,-3
hantu,-4
hantaman,-3
hantam kromo,-4
hantam,-5
hangus,-3
hangit,-5
hangat,-3
handai,-4
hancur lebur,-5
hancai,-5
hamster,-3
hampa,-5
hamil,-5
hamik,-3
hamburan,-3
hambur,-3
hambat,-4
hambar,-3
hama,-3
halilintar,-3
halang,-3
halah,-5
hakiki,-4
hakam,-3
hajat,-5
hajar,-5
haih,-4
hadirin,-3
hadir,-3
hadeh,-4
hadang,-5
hack,-4
habitat,-2
habis akal,-5
habis,-3
guyon,-4
gusur,-5
gusar,-3
gurun,-3
guruh,-3
gurub,-5
gurauan,-4
gurau,-4
guram,-2
guntur,-3
gunjingan,-5
gundukan,-4
gunduk,-3
gundik,-2
gundal,-3
gundah,-5
guncangan,-2
guncang,-3
gulung tikar,-5
gulir,-3
guling,-3
gulana,-4
gugus,-4
gugur,-3
gugup,-5
gugatan,-5
gugah,-1
gubuk,-2
gubrisan,-2
gubris,-2
grup,-4
grogi,-4
griya,-1
grip,-4
grecok,-4
goyang,-4
goyah,-4
got,-3
gosip,-5
gosah,-3
gorong-gorong,-4
gores,-3
gorek api,-4
goodbye,-3
gontok,-4
gonjak,-5
gonggongan (anjing),-3
gonggong anjing,-3
gone,-2
gondok,-4
goncang,-3
gombong,-3
golek,-1
golak,-5
gohong,-3
gogrok,-3
goblok,-5
gobar hati,-2
globe,-3
gjd,-3
giwang,-1
gituan,-3
giniin,-2
gingsir,-3
ginding,-4
gili-gili,-3
gilas,-4
gilak,-4
gila-gilaan,-3
gila-gila,-4
gila,-4
gila,-5
gigit,-2
gigil,-4
gidik,-4
gibah,-3
giang,-3
getun,-4
getol,-3
getir,-4
getaran,-3
getar,-3
getap,-4
geser,-5
gesek,-3
geruh,-4
gertak,-5
gersang,-3
gerombong,-4
gerombolan,-4
gerombol,-4
gerobak,-4
germo,-5
gering hulu,-4
gering,-5
geriap,-4
gerhana,-2
gergaji,-1
geretan,-4
geret,-3
gerepes,-4
gerenyot,-4
geregetan,-4
gerecok,-4
gerah,-5
gepok,-5
gentas,-2
gentar,-4
genjang,-4
genitalia,-3
genit,-3
generasi,-3
gendut,-3
gendeng,-2
gendak,-5
gencet,-5
gencat,-5
genap,-3
genangan,-2
genang,-2
genah,-5
gemuruh,-3
gemuk,-3
gempuran,-3
gempur,-4
gempita,-5
gempil,-4
gempar,-2
gempal,-2
geming,-4
gemetar,-3
gemes,-2
gemeletek,-4
gembung,-3
gembul,-3
gembrot,-3
gembol,-4
gemblung,-3
gembira,-3
gembil,-4
gembel,-5
gemaung,-3
gemas,-5
gemar,-1
gemal,-5
gelung,-3
geluncur,-3
geluduk,-3
gelora,-2
gelopak,-4
gelongsor,-4
gelogok,-3
gelo,-2
gelisah,-5
gelis,-3
gelinjang,-3
gelingsir,-3
gelincir,-3
gelicik,-3
gelibat,-2
geliat,-3
geli,-2
geletik,-3
geletar,-4
gelesot,-3
geleng,-3
gelegak,-3
geledek,-2
geledah,-3
gelecik,-4
gelebah,-2
gelatak,-4
gelap,-4
gelantung,-4
gelanggang,-3
gelagat,-4
gelagap,-2
geladir,-5
geladah,-3
gela,-3
gejolak,-3
gegetun,-4
geger,-3
gegara,-3
gegar,-3
gegap,-5
gegadan,-5
gegabah,-5
gedor,-4
gedembai,-4
gede,-2
gedang,-4
gebung,-5
gebu,-3
gebos,-3
gebok,-3
geblek,-5
gebetan,-2
gebang,-4
gbs,-2
gblk,-4
gayung,-4
gawat,-5
gausah,-4
gausa,-3
gaung,-3
gaul,-3
gatel,-3
gatau,-1
gatal,-3
gasuka,-4
gastroenterologi,-5
gasak,-5
gas,-4
garwa ampil,-5
garuk,-3
garu,-4
garit,-3
garis bawah,-3
garis,-3
garib,-4
garang,-5
gara-gara,-5
gara,-4
gapura,-4
gapuk,-3
gapil mulut,-4
gapernah,-3
gapaham,-4
ganyang,-4
gantung,-3
ganti,-5
ganteng,-4
ganjil,-4
ganjaran,-5
ganjar,-3
ganjal,-5
gangsar,-3
gangguin,-3
gangguan jiwa,-4
ganggu jiwa,-4
ganggu,-4
ganggang,-3
gangerti,-3
gang,-4
ganda,-3
ganas,-5
ganar,-4
gamungkin,-3
gampang,-3
gamblang,-5
gambar,-3
gamau,-4
gamat,-5
gamang,-3
gamam,-4
gamak,-4
galian,-3
galas,-4
galak panas,-3
galaba,-5
gakuat,-3
gajih,-2
gaje,-3
gajadi,-3
gairah,-2
gaib,-5
gagu,-3
gagar,-3
gagap,-5
gagal,-4
gagah,-1
gaenak,-3
gadang,-4
gadai,-3
gacoan,-2
gaco,-2
gabutuh,-3
gabut,-5
gabuk,-4
gaboleh,-4
gabole,-2
gabas,-5
gabal,-5
gabakal,-4
gabaik,-3
gaakan,-2
gaada,-3
fulanah,-3
frustasi,-3
friksi,-5
fosil,-4
forum,-3
formal,-3
fondasi,-3
folder,-5
fokus,-2
flu,-3
fk,-4
fitnah,-5
fiskal,-3
firasat,-4
final,-2
filsafat,-3
filo,-3
filantropi,-1
fiksi,-2
feses,-5
fatal,-5
fasilitas,-4
fasid,-5
faring,-5
farak,-3
faktor,-4
fakta,-3
fakir,-5
fail,-5
fadihat,-5
ex,-1
esensial,-4
erti,-2
error,-5
eroton,-4
erotis,-4
erotan,-4
erot,-4
eror,-4
erik,-3
erangan,-3
erang,-4
epigon,-3
epidemi,-5
enyah,-4
enteng,-2
entak,-3
entah-berentah,-3
entah,-3
enggan,-5
engah,-4
energik,-1
enek,-4
endus,-3
endemi,-5
encok,-5
enas,-5
empot-empotan,-5
empos,-3
emper,-3
empedal,-5
empas,-3
empap,-3
empang,-3
empal,-4
emosi,-5
emmm,-2
emg,-1
emergensi,-4
embus,-3
embek,-3
embat,-4
embarau,-3
embal,-4
embah,-3
elusif,-2
elusan,-3
elu,-2
elegan,-1
elak,-3
el,-3
ekstrem,-4
ekstasi,-3
ekspres,-3
ekspos,-4
eksplisit,-2
ekspirasi,-3
ekshibisi,-3
eks,-3
ekor,-3
ekofraksia,-5
eklektis,-3
ekang,-4
ejekan,-4
ejek,-4
ejakulasi,-3
egois,-5
ego,-3
eek,-5
edaran,-3
edan,-3
ecer,-2
eban,-4
dwiganda,-3
dursila,-5
durkarsa,-5
durjana,-5
duri,-4
durhaka,-5
dura,-3
dupleks,-3
dunia,-2
dungu,-5
dungkul,-4
dum,-3
duli,-3
dukun,-3
dukacita,-3
dukacarita,-4
duka,-5
duh,-4
dugal,-5
duga,-1
duet,-2
duel,-4
duduk perut,-3
duaja,-3
dua kali,-3
dua,-3
drop,-3
draw,-3
drastis,-4
drama duka,-4
drama,-4
down,-3
dosa,-4
dongo,-5
dongok,-5
dongkol,-5
dongkel,-3
dongeng,-1
dompleng,-3
domot,-5
dominan,-2
domba,-3
doktrin,-3
dogol,-5
dogma,-3
dobrak,-4
dobel,-3
doang,-1
divergensi,-4
diusir,-4
ditolak,-4
ditinggal,-4
ditidurin,-4
disuruh,-2
distorsi,-4
distingsi,-4
disparitas,-4
diskrepansi,-3
diskredit,-4
disimilaritas,-4
diserang,-4
disentri,-5
disalahin,-3
disakiti,-5
direksi,-3
diplomasi,-5
dipanggil,-1
dipamerin,-3
dipaksa,-4
dinistain,-4
dingin,-5
dinasti,-3
dimarahin,-5
dilupain,-4
diliatin,-3
dilema,-3
dilarang,-3
dikit,-4
diketawain,-4
dikatain,-3
digresi,-4
digituin,-2
diginiin,-3
digantung,-3
diet,-3
diem,-3
die,-4
diduain,-3
didik,-3
didih,-4
dibully,-5
dibuang,-3
diblock,-4
dibalik,-3
dibales,-3
diare,-4
diapain,-3
diancurin,-3
diam,-3
dialog,-3
diajarin,-3
dewan,-3
detektif,-3
detak,-3
destar,-4
deskripsi,-4
desir,-2
desersi,-3
desau,-3
desas-desus,-5
desak,-4
desah,-3
derum,-4
deru,-3
derita,-5
dering,-3
deriji,-4
derek,-5
deras,-3
derai,-3
deraan,-5
depresi,-4
depak,-3
denyut,-2
dengut,-3
dengus,-3
dengung,-3
dengu,-3
dengkur,-3
dengkul,-3
dengkik,-4
dengki,-5
denger,-3
dendeng,-4
dendam berahi,-4
dendam,-5
denai,-4
dempet,-3
demonstrasi,-3
demon,-3
demo,-3
demen,-3
demek,-4
delete,-3
delegasi,-4
delay,-3
deklarasi,-3
dekil,-5
dekap,-2
dekadensi,-5
dekaden,-5
degub,-3
degil,-5
defisit,-3
defekasi,-5
dedengkot,-2
dedemit,-4
dedak,-3
debu,-3
debil,-5
debar,-3
death,-3
daya upaya,-4
daya tampung,-2
daya serap,-2
daya pikir,-2
daya muat,-2
datuk,-4
datang hati,-5
darurat,-4
darat,-3
daras,-5
darah,-5
dapra,-3
danyang,-4
dangkung,-3
dangkar,-4
dangkap,-3
dangkal,-4
dampratan,-5
damprat,-4
dampak,-3
dam,-3
dalil,-3
dalih,-4
dalem,-2
dalang,-3
dalalah,-5
dalal,-3
daki,-4
dakap,-3
dajal,-5
daing,-4
daif,-3
dahlah,-3
dahiat,-5
daging tumbuh,-4
dabih,-3
cuti,-2
cutel,-4
curu,-3
curna,-5
curiga,-4
curi,-5
curhat,-3
curcol,-3
curat,-1
curang,-5
cura,-3
cupul,-5
cupet,-5
cunam,-3
cumbuan,-3
cumbu,-3
cuka jawa,-5
cuka belanda,-5
cuekin,-3
cuek,-5
cucut,-3
cucup,-3
cuca,-3
cubit,-3
cuat,-3
cuak,-4
cuai,-4
cry,-3
crash,-4
cotok,-3
coretan,-1
coret,-1
corengmoreng,-4
coreng moreng,-4
copot,-3
coplok,-3
conteng,-3
congor,-3
congkel,-4
congkak,-3
congek,-3
condong,-5
compes,-4
compeng,-4
comot,-4
comel,-1
comeback,-2
comblang,-5
comberan,-4
colong,-5
colok,-3
coleng,-4
colak-caling,-5
cokol,-4
cocor,-3
cobaan,-5
closed,-3
close,-2
classy,-2
claim,-3
ciut,-3
ciuman,-3
cirit,-5
ciplak,-3
cintrong,-1
cingangah,-4
cincong,-5
cimeng,-3
cilok,-3
cikun,-5
cicik,-4
cibir,-5
cetusan,-1
cetus,-1
cetera,-4
cetek,-3
cerup,-3
ceruk,-3
ceronggah,-4
ceroboh,-5
cerna,-5
ceriwis,-4
cerita rekaan,-4
cerita khayal,-2
cerita burung,-5
cerita anak,-4
cerita,-4
ceria,-1
cerewet,-5
cercah,-5
cercaan,-4
cerca,-4
cerai-berai,-5
cerai,-4
ceracau,-4
ceracam,-4
cerabih,-4
cerabah,-5
cepol,-4
centang,-5
cengung,-3
cengkerama,-2
cengkeram,-5
cengkedi,-4
cengger,-3
cengeng,-4
cengang,-3
cenderung,-2
cendekia,-4
cendala,-5
cencala,-5
cena,-3
cemuas,-4
cempung,-4
cemplung,-4
cempera,-5
cempeng,-4
cempelung,-5
cempek,-4
cempala mulut,-5
cemoohan,-4
cemooh,-5
cemong,-4
cemomot,-4
cemeti dewa,-2
cemerlang,-1
cemeh,-4
cemeeh,-4
cemburu,-5
cembung,-3
cemberut,-4
cemat,-5
cemas,-3
cemar,-5
cema,-5
celuk,-3
celoteh,-4
celopar,-4
celonok,-3
celomok,-4
celomes,-4
celih,-4
celetuk,-5
celemotan,-4
celampak,-3
celaka,-5
celah,-3
celaan,-5
cela,-4
cekung,-4
cekuh,-3
ceku,-5
cekok,-3
cekluk,-4
cekau,-2
cekatan,-3
cekat,-4
cekang,-3
cekak,-3
cekah,-4
cegat,-3
cegak,-4
cegah,-2
cedih,-3
cedera,-4
cedayam,-2
cecunguk,-5
ceceran,-3
cecer,-3
cecap,-5
cebur,-5
cebik,-3
catut,-3
catak,-4
carut,-5
caruk,-4
caplok,-3
caplak,-4
capit,-3
capek,-4
cape,-4
capak,-4
capai,-5
cantrik,-3
cangkum,-3
cangkul,-4
canggung,-4
candu,-3
candala,-5
candal,-5
canda,-3
campur aduk,-2
camping,-3
campakkan,-4
campak,-4
calit,-5
calar,-3
cakus,-4
cakap angin,-4
cakap,-4
cair,-1
caing,-3
cahari,-3
cagaran,-3
cadas,-3
cadang,-5
cacing tanah,-4
cacing tambang,-2
cacing rambut kuda,-4
cacing pita,-4
cacing pipih,-4
cacing palolo,-4
cacing keremi,-4
cacing kentar,-4
cacing karawit,-3
cacing kalung,-4
cacing jantung,-4
cacing hitadid,-4
cacing hati,-2
cacing ginjal,-4
cacing gilig,-4
cacing gila,-4
cacing gelang-gelang,-4
cacing es,-4
cacing,-4
cacian,-5
caci maki,-5
caci,-5
cacauan,-4
cacau,-5
cacatan,-5
cacat,-5
cabut,-5
cabul,-5
cabuh,-3
cabik,-3
cabean,-3
cabe,-2
cabau,-3
cabar,-4
caba,-4
bye,-3
buyut,-3
butut,-5
butuh,-5
butek,-3
buta hati,-4
buta,-3
busut,-4
busuk,-5
buruk,-5
buru-buru,-3
buru,-3
buras,-4
buram,-3
burai,-5
bunyi,-1
bunuh,-5
buntung,-5
buntu,-3
bunting,-3
buntet,-2
buntang,-4
bungsu,-3
bungkam,-4
bunduk,-3
bundel,-5
bundak,-3
buncit,-3
buncah,-5
bulus,-5
buluh,-3
bulsak,-4
bully,-5
bulevar,-4
buletin,-3
bulat,-3
bulan-bulanan,-4
bulan,-1
bukti,-3
bukat,-4
bukannya,-3
bukan,-3
bujukan,-3
buhuk,-4
bufer,-3
budek,-3
bucu,-3
bubuk,-5
buas,-5
buari,-4
buang-buang air,-5
buangan,-4
buang nyawa,-5
buang hajat,-5
buang air kecil,-3
buang air besar,-5
buang air,-5
buang,-3
bualan,-4
bual,-4
buah simalakama,-3
buah hati,-3
buah dada,-3
buah bibir,-2
buah,-3
bruto,-3
brutal,-5
bromocorah,-5
broker,-3
brokat,-4
brengsek,-5
boyak,-5
bot,-2
bosun,-4
bosman,-4
bosen,-4
boros,-5
borong,-1
borok,-5
boro,-2
borak,-4
bopong,-3
boong,-4
bonus,-3
bongsor,-2
bongok,-3
bongkong,-3
bongkar-bangkir,-5
bongkar,-3
bongkak,-3
bongkah,-2
bonggol,-4
bongak,-5
bondot,-5
bondong,-4
bombastis,-3
bom,-1
bolsak,-4
bolos,-3
bolong,-3
boleh juga,-3
boksen,-5
boker,-3
bokep,-5
bokek,-5
bohong,-5
bogum,-3
bogem mentah,-5
bogem,-5
bodoamat,-4
bodo,-5
bocor,-4
bobroq,-4
bobrok,-5
bobot,-5
bobol,-4
blur,-4
bloon,-3
blokir,-3
block,-4
blobor,-3
blaster,-3
blangko,-3
biut,-5
bisul,-4
bisu,-3
bison,-3
bisikan,-2
bisik,-2
bisain,-2
birokrat,-3
birah,-3
bir,-5
bini gelap,-5
bingit,-5
binasa,-5
bimbang,-5
bilik,-3
biksah,-5
bijih,-3
biji mata,-3
bidik,-2
bidas,-5
bidai,-4
bidah,-3
bicu,-3
biasin,-3
biasa,-5
bias,-2
biarpun,-3
biarkan,-3
biarin,-3
biarawati,-3
biang keladi,-4
biadab,-5
bhay,-3
beud,-2
betung,-3
beton,-2
betina,-2
beterjunan,-5
beterbangan,-3
bete,-5
betas,-3
beta,-3
besot,-3
besit,-2
besi tua,-4
besar rabu,-3
besar perut,-3
besar lengan,-2
berzina,-4
berzikir,-3
berziarah,-4
berwarna,-3
berusuh,-5
berus,-4
berurine,-3
beruntun,-3
berumur,-2
berumpun,-3
berumah tangga,-4
berulah,-4
berugi,-5
berubah ingatan,-3
berubah akal,-2
bertuntun,-2
bertunjangkan,-4
bertunas,-2
bertunangan,-4
bertumpuk,-4
bertumbukan,-4
bertumbuk,-4
bertumbangan,-3
bertukar akal,-4
bertudung lingkup,-5
bertubrukan,-4
bertuah,-3
bertransformasi,-3
bertonggakkan,-4
bertolak,-2
bertokok,-3
bertitikan,-3
bertinju,-4
bertingkuh,-4
bertingkat,-4
bertindik,-3
bertindak,-4
bertimpa-timpa,-3
bertimbang,-3
bertimbal,-3
bertikai pangkai,-4
bertikai,-5
bertian,-3
bertetesan,-3
berterima,-3
berteraskan,-4
bertentangan,-4
bertengking,-4
bertengkaran,-4
bertengkar mulut,-5
bertengkar,-5
bertendensi,-3
bertemu roma,-4
bertempiar,-3
bertemperasan,-3
bertelingkah,-4
bertelinga merah,-3
bertelinga lembut,-3
bertelimpuh,-3
bertele-tele,-3
bertelanjang,-3
bertekuk lutut,-3
bertekak,-4
berteduh,-2
bertebaran,-5
bertautan,-4
bertasyakur,-4
bertarak,-3
bertara,-3
bertapakkan,-4
bertapa,-3
bertanya-tanya,-3
bertangkap,-3
bertanduk,-2
bertanding,-4
bertandang,-4
bertamu,-4
bertambun,-3
bertalun-talun,-3
bertala-tala,-3
bertaki,-3
bertaburan,-5
bertabrakan,-4
bersusila,-4
bersusah hati,-5
bersusah,-5
bersurai,-3
bersungkawa,-3
bersungguh-sungguh,-1
bersuka-sukaan,-3
bersuka-suka,-3
bersokom,-4
bersiteguh,-4
bersitegang,-4
bersisalak,-4
bersipongang,-3
bersinggungan,-3
bersimpuh,-3
bersimbah,-3
bersilih,-3
bersila,-4
bersikukuh,-4
berseteru,-4
bersesal,-4
bersesak-sesak,-3
berserikat,-3
berserakan,-5
berserah,-4
bersepai,-5
bersentuh,-5
bersengketa,-4
bersengaja,-2
bersendikan,-4
bersendi,-4
bersenda gurau,-4
bersempuras,-3
bersempena,-3
bersembahyang,-3
bersemayam,-3
berseloroh,-4
berselisih,-5
berselingkuh,-5
berselawat,-3
berselang,-3
bersekutu,-5
bersekongkol,-4
bersedih,-5
bersara,-3
bersangkut,-4
bersangkal,-5
bersanggit,-5
bersanggama,-2
bersanding,-5
bersandarkan,-4
bersalahan,-4
bersalah,-4
bersabung nyawa,-3
bersaba,-3
berputar-putar,-4
berpusu,-3
berpura-pura,-4
berpucuk,-4
berpuak-puak,-4
berpuaka,-3
berproses,-3
berprasangka,-3
berpoleng,-3
berpijar,-3
berperang mulut,-3
berperang hati,-4
berperang,-4
berperai-perai,-5
berpengaruh,-2
berpengalaman,-1
berpencaran,-3
berpencar,-5
berpasuk,-3
berpasrah,-2
berpasangan,-3
berpartai,-3
berparak,-4
berpangku tangan,-4
berpalit-palit,-4
berpadu,-3
berpada-pada,-3
berpacaran,-3
beroperasi,-4
berongga,-3
berona,-3
beromong kosong,-4
berombongan,-4
berolok-olok,-4
berogak-ogak,-4
bernyali besar,-1
bernyali,-2
bernuansa,-3
bernoda,-4
bernas,-3
bermusuhan,-4
bermuram durja,-5
bermukim,-4
bermukah,-4
bermotif,-3
bermoral,-4
bermohon,-2
bermetamorfosis,-3
bermesraan,-3
bermain-main,-2
berlutut,-2
berluruhan,-3
berlubang,-3
berlompatan,-5
berlipat,-3
berlinang,-3
berliku-liku,-4
berlik,-4
berlibat-libat,-4
berlepasan,-3
berlengkesa,-3
berlelehan,-3
berlebih-lebih,-4
berlebih,-3
berlawanan,-4
berlarian,-5
berlarat-larat,-4
berlara-lara,-4
berlanggaran,-4
berlangau,-4
berlama-lama,-2
berlalu dr dunia,-5
berlalu,-5
berlainan,-4
berlaga,-4
berkurap,-4
berkurangan,-3
berkurang,-3
berkupak,-3
berkumandang,-3
berkuliah,-4
berkuat,-4
berkonspirasi,-4
berkongkalikong,-4
berkomplot,-4
berkolusi,-5
berkobar-kobar,-2
berkisar,-3
berkilah,-4
berkhianat,-5
berketar-ketar,-3
berkerut,-2
berkerumun,-4
berkerubung,-4
berkeras-kerasan,-4
berkeras hati,-3
berkerak,-2
berkeping-keping,-5
berkemih,-3
berkembang biak,-3
berkemas-kemas,-2
berkemandang,-3
berkemam,-3
berkemal,-4
berkeluarga,-4
berkelompok-kelompok,-4
berkelok-kelok,-2
berkelir,-3
berkelakar,-4
berkejaran,-3
berkecenderungan,-3
berkecandan,-4
berkecamuk,-4
berkecai,-5
berkeberatan,-4
berkarut,-5
berkarat,-4
berkalang tanah,-2
berkabut,-3
berkabung,-5
berjubal,-3
berjihad,-3
berjejas,-5
berjejal-jejal,-3
berjejal,-3
berjejak,-3
berjauh hati,-3
berjatuhan,-3
berjarak,-4
berita,-4
beringsut,-3
beringat,-3
beringas,-4
beribadat,-3
beri,-2
berhujah,-4
berhimpun,-4
berhenti (tugas),-2
berhelat,-4
berhati-hati,-2
berhati walang,-3
berharap,-3
berhanyut,-4
